Year,State,Description,Units,type,Chemical Name,Value,CV (%),Carcinogen,Hormone Disruptor,Neurotoxins,Developmental or Reproductive Toxins,Bee Toxins,Human Toxins
2019,CALIFORNIA, MEASURED IN LB,NA, INSECTICIDE,PYRIPROXYFEN,100,NA,NA,NA,NA,NA,SLIGHT,NA
2019,CALIFORNIA, MEASURED IN LB,NA, INSECTICIDE,SOYBEAN OIL,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, INSECTICIDE,SPINETORAM,"2,300",NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, INSECTICIDE,SPINOSAD,600,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, INSECTICIDE,SPIROMESIFEN,"1,800",NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, INSECTICIDE,SULFOXAFLOR,"1,000",NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, INSECTICIDE,THIAMETHOXAM,"1,400",NA,NA,NA,NA,NA,HIGH,NA
2019,CALIFORNIA, MEASURED IN LB,NA, INSECTICIDE,TOTAL,"212,600",NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, INSECTICIDE,ZETA-CYPERMETHRIN,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,ACIBENZOLAR-S-METHYL,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,AUREOBASIDIUM PULLULANS DSM 14940,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,AUREOBASIDIUM PULLULANS DSM 14941,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,BT KURSTAKI SA-12,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,CAPRIC ACID,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,CAPRYLIC ACID,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,CHLOROPICRIN,"6,146,600",NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,DICHLOROPROPENE,"1,045,700",NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,FLUTRIAFOL,"1,700",NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,GLIOCLADIUM VIRENS,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,HYDROGEN PEROXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,IRON PHOSPHATE,100,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,METALDEHYDE,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,METAM-POTASSIUM,"254,000",NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,METAM-SODIUM,"244,000",NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,PAECILOMYCES FUMOSOR,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,PEROXYACETIC ACID,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,POTASSIUM SILICATE,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,REYNOUTRIA SACHALINE,600,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,TOTAL,"7,698,900",NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA, OTHER,TRICHODERMA VIRENS STRAIN G-41,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA,NA,NITROGEN,"668,000",NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA,NA,PHOSPHATE,"493,000",NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA,NA,POTASH,"430,000",NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB,NA,NA,SULFUR,"57,000",NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,AZOXYSTROBIN,0.205,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS MBI 600,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS STRAIN D747,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,BACILLUS PUMILUS,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,BACILLUS SUBT. GB03,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,BACILLUS SUBTILIS,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,BLAD,0.482,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,BORAX DECAHYDRATE,0.023,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,BOSCALID,0.337,NA,POSSIBLE,POSSIBLE,NA,NA,NA,SLIGHT
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,BT SUBSP KURSTAKI EVB-113-19,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,CAPTAN,1.739,NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,COPPER HYDROXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,COPPER OCTANOATE,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,CYFLUFENAMID,0.023,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,CYPRODINIL,0.32,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,DIFENOCONAZOLE,0.114,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,FENHEXAMID,0.623,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,FLUDIOXONIL,0.213,NA,NA,NA,NA,NA,SLIGHT,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,FLUOPYRAM,0.113,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,FLUXAPYROXAD,0.168,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,FOSETYL-AL,3.997,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,ISOFETAMID,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,MEFENOXAM,0.493,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,MONO-POTASSIUM SALT,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,MYCLOBUTANIL,0.106,NA,NA,NA,NA,PRESENT,NA,HIGH
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,PENTHIOPYRAD,0.303,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,POLYOXIN D ZINC SALT,0.073,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,POTASSIUM BICARBON.,2.381,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,PROPICONAZOLE,0.112,NA,POSSIBLE,POSSIBLE,NA,PRESENT,SLIGHT,HIGH
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,PYRACLOSTROBIN,0.169,NA,NA,NA,NA,NA,SLIGHT,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,PYRIMETHANIL,0.51,NA,POSSIBLE,POSSIBLE,NA,NA,SLIGHT,MODERATE
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,QUINOLINE,0.097,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,STREPTOMYCES LYDICUS,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,SULFUR,3.656,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,TETRACONAZOLE,0.039,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,THIOPHANATE-METHYL,0.669,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,THIRAM,2.219,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,TRICHODERMA HARZ.,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,TRIFLOXYSTROBIN,0.113,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE,TRIFLUMIZOLE,0.23,NA,NA,NA,NA,NA,SLIGHT,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,CARFENTRAZONE-ETHYL,0.024,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,FLUMIOXAZIN,0.089,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,GLUFOSINATE-AMMONIUM,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,GLYPHOSATE ISO. SALT,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,GLYPHOSATE POT. SALT,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,"NAPROPAMIDE",(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,OXYFLUORFEN,0.313,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,PARAQUAT,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,PENDIMETHALIN,1.202,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,SULFENTRAZONE,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,ABAMECTIN,0.019,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,ACEQUINOCYL,0.297,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,ACETAMIPRID,0.126,NA,NA,NA,NA,NA,MODERATE,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,AZADIRACHTIN,0.034,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BEAUVERIA BASSIANA,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BIFENAZATE,0.496,NA,NA,NA,NA,NA,MODERATE,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BIFENTHRIN,0.109,NA,POSSIBLE,POSSIBLE,NA,PRESENT,HIGH,HIGH
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BT KURSTAK ABTS-1857,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BT KURSTAKI ABTS-351,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BT KURSTAKI SA-11,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BT SUB AIZAWAI GC-91,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BUPROFEZIN,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BURKHOLDERIA A396 CELLS & MEDIA,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,CARBARYL,(D),NA,KNOWN,KNOWN,PRESENT,PRESENT,HIGH,HIGH
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,CHLORANTRANILIPROLE,0.067,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,CHLORPYRIFOS,(D),NA,NA,NA,PRESENT,NA,HIGH,HIGH
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,CYANTRANILIPROLE,0.111,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,CYFLUMETOFEN,0.178,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,ETOXAZOLE,0.135,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,FENBUTATIN-OXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,FENPROPATHRIN,0.286,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,FENPYROXIMATE,0.103,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,FLONICAMID,0.085,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,FLUPYRADIFURONE,0.158,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,HELICOVERPA ZEA NPV,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,HEXYTHIAZOX,0.177,NA,PROBABLE,PROBABLE,NA,NA,NA,SLIGHT
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,IMIDACLOPRID,0.515,NA,NA,NA,NA,NA,HIGH,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,MALATHION,1.991,NA,POSSIBLE,POSSIBLE,PRESENT,NA,HIGH,HIGH
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,METHOXYFENOZIDE,0.174,NA,NA,NA,NA,NA,SLIGHT,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,"NALED",0.904,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,NEEM OIL,0.095,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,"NEEM OIL, CLAR. HYD.",5.151,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,NOVALURON,0.059,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,PIPERONYL BUTOXIDE,0.478,NA,POSSIBLE,POSSIBLE,NA,NA,MODERATE,MODERATE
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,POTASSIUM SALTS,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,PYRETHRINS,0.044,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,PYRIDABEN,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,PYRIPROXYFEN,0.067,NA,NA,NA,NA,NA,SLIGHT,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,SOYBEAN OIL,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,SPINETORAM,0.068,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,SPINOSAD,0.093,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,SPIROMESIFEN,0.243,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,SULFOXAFLOR,0.069,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,THIAMETHOXAM,0.062,NA,NA,NA,NA,NA,HIGH,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,ZETA-CYPERMETHRIN,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,ACIBENZOLAR-S-METHYL,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,AUREOBASIDIUM PULLULANS DSM 14940,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,AUREOBASIDIUM PULLULANS DSM 14941,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,BT KURSTAKI SA-12,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,CAPRIC ACID,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,CAPRYLIC ACID,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,CHLOROPICRIN,244.066,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,DICHLOROPROPENE,83.557,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,FLUTRIAFOL,0.112,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,GLIOCLADIUM VIRENS,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,HYDROGEN PEROXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,IRON PHOSPHATE,0.161,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,METALDEHYDE,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,METAM-POTASSIUM,214.011,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,METAM-SODIUM,228.063,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,PAECILOMYCES FUMOSOR,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,PEROXYACETIC ACID,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,POTASSIUM SILICATE,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,REYNOUTRIA SACHALINE,0.191,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,TRICHODERMA VIRENS STRAIN G-41,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG,NA,NITROGEN,6,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG,NA,PHOSPHATE,8,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG,NA,POTASH,5,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / APPLICATION, AVG,NA,SULFUR,2,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,AZOXYSTROBIN,0.447,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS MBI 600,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS STRAIN D747,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,BACILLUS PUMILUS,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,BACILLUS SUBT. GB03,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,BACILLUS SUBTILIS,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,BLAD,0.54,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,BORAX DECAHYDRATE,0.051,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,BOSCALID,0.508,NA,POSSIBLE,POSSIBLE,NA,NA,NA,SLIGHT
2019,CALIFORNIA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,BT SUBSP KURSTAKI EVB-113-19,(NA),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,CAPTAN,10.456,NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2019,CALIFORNIA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,COPPER HYDROXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,COPPER OCTANOATE,(D),NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,CYFLUFENAMID,0.034,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,CYPRODINIL,0.765,NA,NA,NA,NA,NA,NA,NA
2019,CALIFORNIA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,DIFENOCONAZOLE,0.25,NA,NA,NA,NA,NA,NA,NA
