Program,Year,Period,State,State ANSI,Items,Discription,Units,dname,type,Title,Chemical Name,Number,Value,CV (%),Carcinogen,Hormone Disruptor,Neurotoxins,Developmental or Reproductive Toxins,Bee Toxins,Human Toxins
SURVEY,2018,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,(D),NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,(D),NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,(D),NA,possible,suspected,NA,present,high,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,(D),NA,possible,suspected,present,NA,high,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,(D),NA,NA,NA,NA,NA,high,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,"2,300",NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",BOSCALID, 128008,"11,000",NA,possible,NA,NA,NA,NA,slight
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,"222,600",NA,known,NA,NA,NA,NA,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,"13,700",NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,"20,800",NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,"9,200",NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,(D),NA,known,suspected,NA,NA,NA,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,"2,900",NA,NA,suspected,NA,present,NA,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,"2,200",NA,possible,suspected,NA,present,slight,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,"8,700",NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,"14,100",NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLOXYSTROBIN, 129112,"1,900",NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,"5,600",NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,"3,300",NA,NA,NA,NA,NA,moderate,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,"6,200",NA,NA,NA,NA,NA,moderate,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,"2,700",NA,possible,suspected,NA,present,high,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CARBARYL, 56801,(D),NA,known,suspected,present,present,high,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CHLORPYRIFOS, 59101,(D),NA,NA,suspected,present,NA,high,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",FENPROPATHRIN, 127901,"4,600",NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,"1,100",NA,probable,NA,NA,NA,NA,slight
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",IMIDACLOPRID, 129099,"2,900",NA,NA,NA,NA,NA,high,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,"21,100",NA,possible,suspected,present,NA,high,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",METHOXYFENOZIDE, 121027,"2,500",NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PIPERONYL BUTOXIDE, 67501,(D),NA,possible,suspected,NA,NA,moderate,moderate
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PYRIPROXYFEN, 129032,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,"2,900",NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,700,NA,NA,NA,NA,NA,high,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,0.227,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",BOSCALID, 128008,0.352,NA,possible,NA,NA,NA,NA,slight
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,1.659,NA,known,NA,NA,NA,NA,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,0.327,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,0.715,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,0.218,NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,(D),NA,known,suspected,NA,NA,NA,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,0.115,NA,NA,suspected,NA,present,NA,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,0.112,NA,possible,suspected,NA,present,slight,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,0.178,NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,0.658,NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLOXYSTROBIN, 129112,0.108,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,0.234,NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,0.124,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,0.499,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,0.107,NA,possible,suspected,NA,present,high,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CARBARYL, 56801,(D),NA,known,suspected,present,present,high,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CHLORPYRIFOS, 59101,(D),NA,NA,suspected,present,NA,high,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",FENPROPATHRIN, 127901,0.293,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,0.188,NA,probable,NA,NA,NA,NA,slight
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",IMIDACLOPRID, 129099,0.477,NA,NA,NA,NA,NA,high,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,1.957,NA,possible,suspected,present,NA,high,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",METHOXYFENOZIDE, 121027,0.173,NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PIPERONYL BUTOXIDE, 67501,(D),NA,possible,suspected,NA,NA,moderate,moderate
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PYRIPROXYFEN, 129032,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,0.25,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,0.062,NA,NA,NA,NA,NA,high,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,0.28,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",BOSCALID, 128008,0.583,NA,possible,NA,NA,NA,NA,slight
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,6.559,NA,known,NA,NA,NA,NA,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,0.54,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,1.442,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,0.36,NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,(D),NA,known,suspected,NA,NA,NA,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,0.186,NA,NA,suspected,NA,present,NA,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,0.184,NA,possible,suspected,NA,present,slight,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,0.35,NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,1.106,NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLOXYSTROBIN, 129112,0.161,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,0.412,NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,0.188,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,0.639,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,0.163,NA,possible,suspected,NA,present,high,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CARBARYL, 56801,(D),NA,known,suspected,present,present,high,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CHLORPYRIFOS, 59101,(D),NA,NA,suspected,present,NA,high,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",FENPROPATHRIN, 127901,0.435,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,0.22,NA,probable,NA,NA,NA,NA,slight
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",IMIDACLOPRID, 129099,0.562,NA,NA,NA,NA,NA,high,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,2.808,NA,possible,suspected,present,NA,high,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",METHOXYFENOZIDE, 121027,0.207,NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PIPERONYL BUTOXIDE, 67501,(D),NA,possible,suspected,NA,NA,moderate,moderate
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PYRIPROXYFEN, 129032,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,0.329,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,0.077,NA,NA,NA,NA,NA,high,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,1.2,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",BOSCALID, 128008,1.7,NA,possible,NA,NA,NA,NA,slight
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,4,NA,known,NA,NA,NA,NA,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,1.6,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,2,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,1.6,NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,(D),NA,known,suspected,NA,NA,NA,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,1.6,NA,NA,suspected,NA,present,NA,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,1.6,NA,possible,suspected,NA,present,slight,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,2,NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,1.7,NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLOXYSTROBIN, 129112,1.5,NA,NA,NA,NA,NA,NA,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,1.8,NA,NA,NA,NA,NA,slight,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,1.5,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,1.3,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,1.5,NA,possible,suspected,NA,present,high,high
SURVEY,2016,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CARBARYL, 56801,(D),NA,known,suspected,present,present,high,high
